"long","lat","location","category","n"
-2.240768,53.480729,"On or near Fountain Street","Bicycle theft",1
-2.240768,53.480729,"On or near Fountain Street","Drugs",1
-2.240768,53.480729,"On or near Fountain Street","Other theft",1
-2.240768,53.480729,"On or near Fountain Street","Vehicle crime",1
-2.240768,53.480729,"On or near Fountain Street","Violence and sexual offences",1
-2.240748,53.485169,"On or near Nightclub","Burglary",1
-2.240748,53.485169,"On or near Nightclub","Criminal damage and arson",1
-2.240732,53.43718,"On or near Woodhall Avenue","Burglary",1
-2.240726,53.484064,"On or near Bus/Coach Station","Theft from the person",1
-2.240681,53.454788,"On or near Crondall Street","Criminal damage and arson",1
-2.240681,53.454788,"On or near Crondall Street","Other crime",1
-2.240663,53.430268,"On or near Albemarle Avenue","Vehicle crime",1
-2.24057,53.509645,"On or near Chiselhurst Street","Criminal damage and arson",1
-2.24057,53.509645,"On or near Chiselhurst Street","Other theft",1
-2.24057,53.509645,"On or near Chiselhurst Street","Violence and sexual offences",1
-2.240549,53.481916,"On or near Sickle Street","Other theft",1
-2.240518,53.465836,"On or near Boundary Lane","Criminal damage and arson",1
-2.240518,53.465836,"On or near Boundary Lane","Theft from the person",1
-2.240464,53.49086,"On or near Fernie Street","Violence and sexual offences",1
-2.240367,53.479184,"On or near Nightclub","Criminal damage and arson",1
-2.240367,53.479184,"On or near Nightclub","Other theft",1
-2.240367,53.479184,"On or near Nightclub","Violence and sexual offences",1
-2.240274,53.499938,"On or near Larch Gardens","Theft from the person",1
-2.240261,53.444417,"On or near Morley Avenue","Other theft",1
-2.240261,53.444417,"On or near Morley Avenue","Robbery",1
-2.240227,53.51032,"On or near Greenhill Road","Criminal damage and arson",1
-2.240217,53.449936,"On or near Clinton Gardens","Other theft",1
-2.240176,53.482627,"On or near Shopping Area","Criminal damage and arson",1
-2.240176,53.482627,"On or near Shopping Area","Theft from the person",1
-2.240176,53.482627,"On or near Shopping Area","Violence and sexual offences",1
-2.24017,53.460263,"On or near St Bees Close","Robbery",1
-2.24017,53.460263,"On or near St Bees Close","Violence and sexual offences",1
-2.240111,53.495121,"On or near Torah Street","Vehicle crime",1
-2.240093,53.478672,"On or near Parking Area","Vehicle crime",1
-2.240035,53.534958,"On or near Glenbrook Road","Other theft",1
-2.24003,53.438179,"On or near Bromborough Avenue","Criminal damage and arson",1
-2.24003,53.438179,"On or near Bromborough Avenue","Violence and sexual offences",1
-2.240007,53.484793,"On or near Well Street","Other crime",1
-2.240007,53.484793,"On or near Well Street","Violence and sexual offences",1
-2.240003,53.433352,"On or near Elmstead Avenue","Possession of weapons",1
-2.240003,53.433352,"On or near Elmstead Avenue","Violence and sexual offences",1
-2.239988,53.428085,"On or near Moordale Street","Other theft",1
-2.239976,53.476524,"On or near Harter Street","Other theft",1
-2.239976,53.476524,"On or near Harter Street","Theft from the person",1
-2.239837,53.430629,"On or near Abberton Road","Burglary",1
-2.239837,53.430629,"On or near Abberton Road","Vehicle crime",1
-2.239802,53.429739,"On or near Langford Road","Vehicle crime",1
-2.239785,53.477477,"On or near Nightclub","Other theft",1
-2.239785,53.477477,"On or near Nightclub","Theft from the person",1
-2.239746,53.505341,"On or near Brideoak Street","Public order",1
-2.239658,53.473675,"On or near Mallard Street","Bicycle theft",1
-2.239658,53.473675,"On or near Mallard Street","Public order",1
-2.2396,53.490052,"On or near Colenso Way","Criminal damage and arson",1
-2.2396,53.490052,"On or near Colenso Way","Shoplifting",1
-2.239594,53.47834,"On or near Parking Area","Theft from the person",1
-2.23955,53.507903,"On or near Avondale Street","Violence and sexual offences",1
-2.239547,53.504731,"On or near Bellott Street","Violence and sexual offences",1
-2.239533,53.478179,"On or near Reyner Street","Theft from the person",1
-2.23951,53.4955,"On or near Bent Street","Burglary",1
-2.239466,53.51984,"On or near Solent Avenue","Criminal damage and arson",1
-2.239466,53.51984,"On or near Solent Avenue","Violence and sexual offences",1
-2.239448,53.446998,"On or near Lloyd Street South","Burglary",1
-2.239425,53.464382,"On or near Coupland Street","Robbery",1
-2.239422,53.477226,"On or near Nightclub","Other theft",1
-2.239371,53.460049,"On or near Fairlawn Close","Criminal damage and arson",1
-2.239317,53.536047,"On or near Errol Avenue","Vehicle crime",1
-2.239253,53.452508,"On or near Cranswick Street","Vehicle crime",1
-2.239253,53.452508,"On or near Cranswick Street","Violence and sexual offences",1
-2.239216,53.435196,"On or near Scholars Drive","Burglary",1
-2.239168,53.43739,"On or near Springhead Avenue","Criminal damage and arson",1
-2.239168,53.50705,"On or near Petrol Station","Criminal damage and arson",1
-2.239168,53.50705,"On or near Petrol Station","Drugs",1
-2.239168,53.50705,"On or near Petrol Station","Violence and sexual offences",1
-2.23915,53.455663,"On or near Kensington Street","Other crime",1
-2.239148,53.428491,"On or near Supermarket","Vehicle crime",1
-2.239021,53.475573,"On or near Beaver Street","Criminal damage and arson",1
-2.239005,53.470027,"On or near Lower Ormond Street","Violence and sexual offences",1
-2.238994,53.502934,"On or near Spender Avenue","Burglary",1
-2.238961,53.483645,"On or near High Street","Burglary",1
-2.238961,53.483645,"On or near High Street","Public order",1
-2.238945,53.456697,"On or near Albemarle Street","Criminal damage and arson",1
-2.238922,53.476724,"On or near Nightclub","Other theft",1
-2.238922,53.476724,"On or near Nightclub","Vehicle crime",1
-2.23892,53.457533,"On or near Salisbury Street","Violence and sexual offences",1
-2.238913,53.453749,"On or near Horace Barnes Close","Burglary",1
-2.238898,53.467088,"On or near Higher Cambridge Street","Public order",1
-2.238824,53.502161,"On or near Kelvin Grove","Criminal damage and arson",1
-2.238818,53.498467,"On or near Elizabeth Street","Robbery",1
-2.238818,53.498467,"On or near Elizabeth Street","Vehicle crime",1
-2.238757,53.479547,"On or near Pine Street","Public order",1
-2.238727,53.471538,"On or near Mancunian Way (Elevated Road)","Theft from the person",1
-2.238727,53.471538,"On or near Mancunian Way (Elevated Road)","Violence and sexual offences",1
-2.238726,53.422982,"On or near Blackburn Gardens","Criminal damage and arson",1
-2.238715,53.482818,"On or near Nightclub","Other theft",1
-2.238715,53.482818,"On or near Nightclub","Theft from the person",1
-2.238683,53.477021,"On or near Hart Street","Other theft",1
-2.238668,53.50386,"On or near Thackeray Close","Violence and sexual offences",1
-2.238648,53.468221,"On or near Rosamond Street West","Violence and sexual offences",1
-2.238637,53.482225,"On or near Shopping Area","Possession of weapons",1
-2.238637,53.482225,"On or near Shopping Area","Vehicle crime",1
-2.238635,53.457741,"On or near Fernleaf Street","Robbery",1
-2.238635,53.457741,"On or near Fernleaf Street","Vehicle crime",1
-2.238635,53.457741,"On or near Fernleaf Street","Violence and sexual offences",1
-2.238575,53.431027,"On or near Stow Gardens","Burglary",1
-2.238453,53.524696,"On or near Lakeside Rise","Criminal damage and arson",1
-2.238453,53.524696,"On or near Lakeside Rise","Vehicle crime",1
-2.238452,53.521766,"On or near Stanhorne Avenue","Public order",1
-2.238446,53.434865,"On or near Hasper Avenue","Criminal damage and arson",1
-2.23844,53.514296,"On or near Cromhurst Street","Vehicle crime",1
-2.238435,53.518728,"On or near Cliffdale Drive","Vehicle crime",1
-2.238432,53.534305,"On or near Melverley Road","Other theft",1
-2.238426,53.517236,"On or near Bradwen Avenue","Vehicle crime",1
-2.238336,53.45287,"On or near Henbury Street","Criminal damage and arson",1
-2.238193,53.467629,"On or near Booth Street West","Bicycle theft",1
-2.23817,53.474262,"On or near Parking Area","Theft from the person",1
-2.238126,53.479835,"On or near Parking Area","Violence and sexual offences",1
-2.238013,53.51072,"On or near Woodhalt Road","Criminal damage and arson",1
-2.238002,53.476636,"On or near Nightclub","Drugs",1
-2.238002,53.476636,"On or near Nightclub","Possession of weapons",1
-2.238001,53.48451,"On or near Soap Street","Other theft",1
-2.238001,53.48451,"On or near Soap Street","Public order",1
-2.238001,53.48451,"On or near Soap Street","Vehicle crime",1
-2.237979,53.440098,"On or near Darnall Avenue","Burglary",1
-2.237979,53.440098,"On or near Darnall Avenue","Drugs",1
-2.237979,53.440098,"On or near Darnall Avenue","Public order",1
-2.237979,53.440098,"On or near Darnall Avenue","Vehicle crime",1
-2.237974,53.431217,"On or near Malvern Grove","Robbery",1
-2.237974,53.431217,"On or near Malvern Grove","Vehicle crime",1
-2.237943,53.425617,"On or near Raleigh Close","Vehicle crime",1
-2.237926,53.471081,"On or near Oxford Road","Criminal damage and arson",1
-2.237875,53.469958,"On or near Cavendish Street","Theft from the person",1
-2.237875,53.469958,"On or near Cavendish Street","Violence and sexual offences",1
-2.237851,53.500752,"On or near Balmfield Street","Burglary",1
-2.237851,53.500752,"On or near Balmfield Street","Violence and sexual offences",1
-2.237817,53.443406,"On or near Wilbraham Road","Vehicle crime",1
-2.237816,53.475692,"On or near Whitworth Street","Criminal damage and arson",1
-2.237816,53.475692,"On or near Whitworth Street","Public order",1
-2.237792,53.49553,"On or near Melloy Place","Burglary",1
-2.237792,53.49553,"On or near Melloy Place","Other crime",1
-2.237792,53.49553,"On or near Melloy Place","Violence and sexual offences",1
-2.237782,53.480277,"On or near Parker Street","Criminal damage and arson",1
-2.237782,53.480277,"On or near Parker Street","Possession of weapons",1
-2.237782,53.480277,"On or near Parker Street","Public order",1
-2.237781,53.445141,"On or near Stelfox Avenue","Criminal damage and arson",1
-2.237781,53.445141,"On or near Stelfox Avenue","Other crime",1
-2.237781,53.445141,"On or near Stelfox Avenue","Public order",1
-2.237738,53.469769,"On or near Further/Higher Educational Building","Criminal damage and arson",1
-2.237738,53.469769,"On or near Further/Higher Educational Building","Robbery",1
-2.237738,53.469769,"On or near Further/Higher Educational Building","Vehicle crime",1
-2.237737,53.483027,"On or near Church Street","Other theft",1
-2.237737,53.483027,"On or near Church Street","Public order",1
-2.237689,53.477185,"On or near Nightclub","Other theft",1
-2.237689,53.477185,"On or near Nightclub","Public order",1
-2.237689,53.477185,"On or near Nightclub","Vehicle crime",1
-2.237643,53.503988,"On or near Bignor Street","Violence and sexual offences",1
-2.237636,53.429968,"On or near Brixton Avenue","Violence and sexual offences",1
-2.237608,53.476142,"On or near Parking Area","Robbery",1
-2.237604,53.515862,"On or near Eadington Street","Violence and sexual offences",1
-2.237603,53.451091,"On or near Ebberstone Street","Robbery",1
-2.237588,53.486003,"On or near Riga Street","Violence and sexual offences",1
-2.237557,53.477841,"On or near Bus/Coach Station","Bicycle theft",1
-2.237554,53.485418,"On or near Shudehill","Public order",1
-2.237529,53.478228,"On or near Major Street","Theft from the person",1
-2.237527,53.475073,"On or near Nightclub","Violence and sexual offences",1
-2.237502,53.48407,"On or near Back Turner Street","Theft from the person",1
-2.237502,53.48407,"On or near Back Turner Street","Violence and sexual offences",1
-2.237449,53.477437,"On or near Bloom Street","Theft from the person",1
-2.237435,53.431667,"On or near Chatham Grove","Bicycle theft",1
-2.237435,53.431667,"On or near Chatham Grove","Vehicle crime",1
-2.23741,53.451487,"On or near Lowthorpe Street","Vehicle crime",1
-2.237362,53.483271,"On or near Red Lion Street","Criminal damage and arson",1
-2.237354,53.449555,"On or near Dalton Avenue","Burglary",1
-2.237354,53.449555,"On or near Dalton Avenue","Vehicle crime",1
-2.237184,53.454211,"On or near Fred Tilson Close","Vehicle crime",1
-2.237148,53.49368,"On or near Stanley Street","Burglary",1
-2.237148,53.49368,"On or near Stanley Street","Other crime",1
-2.23711,53.457133,"On or near Monton Street","Violence and sexual offences",1
-2.237073,53.4153,"On or near Dene Road","Vehicle crime",1
-2.237066,53.414158,"On or near Fordbank Road","Vehicle crime",1
-2.237044,53.420999,"On or near Parkfield Road South","Criminal damage and arson",1
-2.237044,53.420999,"On or near Parkfield Road South","Vehicle crime",1
-2.237017,53.445735,"On or near Waverton Road","Public order",1
-2.236975,53.478732,"On or near Gold Street","Violence and sexual offences",1
-2.236952,53.47733,"On or near Richmond Street","Criminal damage and arson",1
-2.236784,53.452711,"On or near Beveridge Street","Vehicle crime",1
-2.236781,53.476458,"On or near Brazil Street","Criminal damage and arson",1
-2.236727,53.51821,"On or near Sherdley Court","Other theft",1
-2.236664,53.520412,"On or near Brynorme Road","Burglary",1
-2.236489,53.42935,"On or near Rutland Avenue","Criminal damage and arson",1
-2.236482,53.482293,"On or near Nightclub","Criminal damage and arson",1
-2.236482,53.482293,"On or near Nightclub","Public order",1
-2.236482,53.482293,"On or near Nightclub","Theft from the person",1
-2.236454,53.48543,"On or near New George Street","Vehicle crime",1
-2.236424,53.477304,"On or near Canal Street","Other theft",1
-2.236424,53.477304,"On or near Canal Street","Violence and sexual offences",1
-2.236375,53.495542,"On or near North Street","Shoplifting",1
-2.236362,53.4418,"On or near Shawfield Close","Violence and sexual offences",1
-2.236355,53.500126,"On or near Cheetham Hill Road","Violence and sexual offences",1
-2.236341,53.48125,"On or near Piccadilly","Possession of weapons",1
-2.236341,53.48125,"On or near Piccadilly","Robbery",1
-2.23634,53.416075,"On or near Springdale Gardens","Vehicle crime",1
-2.236314,53.503631,"On or near Hurstead Close","Other theft",1
-2.236247,53.478023,"On or near Parking Area","Drugs",1
-2.236207,53.519595,"On or near Kearsley Road","Burglary",1
-2.236197,53.482518,"On or near Nightclub","Other theft",1
-2.236197,53.482518,"On or near Nightclub","Public order",1
-2.236197,53.482518,"On or near Nightclub","Robbery",1
-2.236194,53.430474,"On or near Westbourne Grove","Burglary",1
-2.236183,53.439337,"On or near Somerford Avenue","Violence and sexual offences",1
-2.23616,53.505753,"On or near Hambridge Close","Criminal damage and arson",1
-2.23616,53.505753,"On or near Hambridge Close","Possession of weapons",1
-2.23616,53.505753,"On or near Hambridge Close","Public order",1
-2.236132,53.484361,"On or near Hare Street","Burglary",1
-2.236132,53.484361,"On or near Hare Street","Other theft",1
-2.236109,53.515479,"On or near Woodfield Road","Bicycle theft",1
-2.23603,53.536556,"On or near Southwood Drive","Criminal damage and arson",1
-2.23603,53.536556,"On or near Southwood Drive","Shoplifting",1
-2.23603,53.536556,"On or near Southwood Drive","Theft from the person",1
-2.23603,53.536556,"On or near Southwood Drive","Vehicle crime",1
-2.235992,53.440173,"On or near Birchington Road","Vehicle crime",1
-2.235852,53.474591,"On or near Parking Area","Violence and sexual offences",1
-2.235787,53.511821,"On or near Theatre/Concert Hall","Other theft",1
-2.235787,53.511821,"On or near Theatre/Concert Hall","Theft from the person",1
-2.23578,53.510572,"On or near Pedestrian Subway","Public order",1
-2.23578,53.510572,"On or near Pedestrian Subway","Violence and sexual offences",1
-2.235753,53.44865,"On or near Edward Sutcliffe Close","Violence and sexual offences",1
-2.235691,53.51085,"On or near Pedestrian Subway","Other theft",1
-2.235691,53.51085,"On or near Pedestrian Subway","Robbery",1
-2.235691,53.51085,"On or near Pedestrian Subway","Violence and sexual offences",1
-2.235648,53.435096,"On or near Hough Road","Violence and sexual offences",1
-2.235614,53.526787,"On or near Glanford Avenue","Burglary",1
-2.235556,53.478375,"On or near Nightclub","Robbery",1
-2.235556,53.478375,"On or near Nightclub","Violence and sexual offences",1
-2.235481,53.475697,"On or near Sackville Street","Robbery",1
-2.235481,53.475697,"On or near Sackville Street","Theft from the person",1
-2.235481,53.475697,"On or near Sackville Street","Violence and sexual offences",1
-2.235471,53.414081,"On or near Deneford Road","Burglary",1
-2.235471,53.414081,"On or near Deneford Road","Criminal damage and arson",1
-2.235465,53.483688,"On or near Carpenters Lane","Other theft",1
-2.235428,53.487814,"On or near Ludgate Street","Criminal damage and arson",1
-2.235428,53.487814,"On or near Ludgate Street","Drugs",1
-2.235357,53.480434,"On or near Portland Street","Bicycle theft",1
-2.235357,53.480434,"On or near Portland Street","Public order",1
-2.235357,53.480434,"On or near Portland Street","Violence and sexual offences",1
-2.235328,53.483382,"On or near Tib Street","Burglary",1
-2.235328,53.483382,"On or near Tib Street","Public order",1
-2.235328,53.483382,"On or near Tib Street","Robbery",1
-2.235266,53.488479,"On or near Naples Street","Criminal damage and arson",1
-2.235182,53.437991,"On or near Siddington Avenue","Other theft",1
-2.235113,53.482736,"On or near Theatre/Concert Hall","Criminal damage and arson",1
-2.235113,53.482736,"On or near Theatre/Concert Hall","Other theft",1
-2.235113,53.482736,"On or near Theatre/Concert Hall","Theft from the person",1
-2.235089,53.432068,"On or near Burton Road","Criminal damage and arson",1
-2.235089,53.432068,"On or near Burton Road","Public order",1
-2.235089,53.432068,"On or near Burton Road","Vehicle crime",1
-2.235083,53.479976,"On or near Hope Street","Burglary",1
-2.235083,53.479976,"On or near Hope Street","Theft from the person",1
-2.235081,53.49327,"On or near Honey Street","Violence and sexual offences",1
-2.234997,53.505243,"On or near Daimler Street","Vehicle crime",1
-2.234997,53.505243,"On or near Daimler Street","Violence and sexual offences",1
-2.234976,53.536927,"On or near Branksome Drive","Possession of weapons",1
-2.234968,53.423771,"On or near Lapwing Lane","Burglary",1
-2.234968,53.423771,"On or near Lapwing Lane","Criminal damage and arson",1
-2.234953,53.505585,"On or near Haley Street","Burglary",1
-2.234942,53.500839,"On or near Temple Square","Drugs",1
-2.234942,53.500839,"On or near Temple Square","Public order",1
-2.234942,53.500839,"On or near Temple Square","Theft from the person",1
-2.234942,53.500839,"On or near Temple Square","Vehicle crime",1
-2.234942,53.500839,"On or near Temple Square","Violence and sexual offences",1
-2.234929,53.482125,"On or near Dale Street","Criminal damage and arson",1
-2.234929,53.482125,"On or near Dale Street","Other theft",1
-2.234919,53.483096,"On or near Oldham Street","Other theft",1
-2.234919,53.483096,"On or near Oldham Street","Violence and sexual offences",1
-2.234895,53.505962,"On or near Humber Street","Other theft",1
-2.234895,53.505962,"On or near Humber Street","Vehicle crime",1
-2.234888,53.488246,"On or near School Street","Criminal damage and arson",1
-2.234854,53.514924,"On or near Ash Tree Road","Criminal damage and arson",1
-2.234854,53.514924,"On or near Ash Tree Road","Violence and sexual offences",1
-2.234819,53.481316,"On or near Back Piccadilly","Other theft",1
-2.234819,53.481316,"On or near Back Piccadilly","Public order",1
-2.234786,53.483509,"On or near Nightclub","Shoplifting",1
-2.234754,53.480507,"On or near Supermarket","Robbery",1
-2.234704,53.419493,"On or near Oakfield Road","Burglary",1
-2.234704,53.419493,"On or near Oakfield Road","Other theft",1
-2.234703,53.487527,"On or near Dyche Street","Burglary",1
-2.234703,53.487527,"On or near Dyche Street","Public order",1
-2.234698,53.442998,"On or near Martlet Close","Criminal damage and arson",1
-2.234698,53.442998,"On or near Martlet Close","Other theft",1
-2.234679,53.46138,"On or near Hawsworth Close","Vehicle crime",1
-2.234648,53.537629,"On or near Wyville Drive","Vehicle crime",1
-2.234645,53.512623,"On or near Crescent Road","Criminal damage and arson",1
-2.234504,53.525279,"On or near Cleethorpes Avenue","Burglary",1
-2.234495,53.455277,"On or near Cyril Street","Burglary",1
-2.234495,53.455277,"On or near Cyril Street","Robbery",1
-2.234468,53.41766,"On or near Grenfell Road","Vehicle crime",1
-2.234447,53.457659,"On or near Fairbank Avenue","Criminal damage and arson",1
-2.234447,53.457659,"On or near Fairbank Avenue","Other theft",1
-2.234447,53.457659,"On or near Fairbank Avenue","Violence and sexual offences",1
-2.234383,53.484157,"On or near Whittle Street","Public order",1
-2.234306,53.524929,"On or near Sandyhill Road","Burglary",1
-2.234306,53.524929,"On or near Sandyhill Road","Criminal damage and arson",1
-2.234304,53.478144,"On or near Parking Area","Criminal damage and arson",1
-2.234304,53.478144,"On or near Parking Area","Robbery",1
-2.234223,53.488077,"On or near Sharp Street","Criminal damage and arson",1
-2.234166,53.436591,"On or near Kinderton Avenue","Burglary",1
-2.234164,53.501838,"On or near Boyle Street","Criminal damage and arson",1
-2.234105,53.4501,"On or near Thornton Road","Violence and sexual offences",1
-2.234089,53.447251,"On or near Bredbury Road","Burglary",1
-2.234085,53.506683,"On or near Cardinal Street","Burglary",1
-2.234066,53.481371,"On or near Cavell Street","Other theft",1
-2.234066,53.481371,"On or near Cavell Street","Violence and sexual offences",1
-2.23406,53.482962,"On or near Further/Higher Educational Building","Violence and sexual offences",1
-2.23404,53.482064,"On or near Bunsen Street","Other theft",1
-2.23404,53.517586,"On or near Harrow Street","Burglary",1
-2.234025,53.479421,"On or near Roby Street","Violence and sexual offences",1
-2.233995,53.528651,"On or near Inchcape Drive","Criminal damage and arson",1
-2.233935,53.424753,"On or near Ballbrook Avenue","Burglary",1
-2.233935,53.424753,"On or near Ballbrook Avenue","Criminal damage and arson",1
-2.233876,53.482495,"On or near Stevenson Square","Other crime",1
-2.233876,53.482495,"On or near Stevenson Square","Other theft",1
-2.233845,53.438551,"On or near Pickmere Avenue","Violence and sexual offences",1
-2.233835,53.42576,"On or near Danesmoor Road","Criminal damage and arson",1
-2.233835,53.42576,"On or near Danesmoor Road","Vehicle crime",1
-2.233777,53.480923,"On or near Nightclub","Theft from the person",1
-2.233762,53.417859,"On or near Ward Street","Other theft",1
-2.233725,53.479583,"On or near Gore Street","Public order",1
-2.233575,53.452277,"On or near Carlton Avenue","Criminal damage and arson",1
-2.233575,53.452277,"On or near Carlton Avenue","Theft from the person",1
-2.233575,53.452277,"On or near Carlton Avenue","Vehicle crime",1
-2.233575,53.452277,"On or near Carlton Avenue","Violence and sexual offences",1
-2.233559,53.506918,"On or near Durley Avenue","Burglary",1
-2.23355,53.519034,"On or near Ingleton Avenue","Burglary",1
-2.23355,53.519034,"On or near Ingleton Avenue","Public order",1
-2.233403,53.456663,"On or near Ruskin Avenue","Criminal damage and arson",1
-2.2334,53.442408,"On or near Valetta Close","Public order",1
-2.2334,53.480905,"On or near Mangle Street","Theft from the person",1
-2.2334,53.480905,"On or near Mangle Street","Violence and sexual offences",1
-2.233372,53.426318,"On or near Sandileigh Avenue","Vehicle crime",1
-2.233333,53.51792,"On or near Wareham Street","Burglary",1
-2.233254,53.454192,"On or near Seedley Street","Criminal damage and arson",1
-2.233254,53.454192,"On or near Seedley Street","Violence and sexual offences",1
-2.233251,53.453778,"On or near Rawcliffe Street","Criminal damage and arson",1
-2.233224,53.467926,"On or near Further/Higher Educational Building","Burglary",1
-2.233224,53.467926,"On or near Further/Higher Educational Building","Violence and sexual offences",1
-2.233218,53.497076,"On or near Shopping Area","Other theft",1
-2.233218,53.497076,"On or near Shopping Area","Public order",1
-2.233218,53.497076,"On or near Shopping Area","Vehicle crime",1
-2.233186,53.488528,"On or near Durant Street","Violence and sexual offences",1
-2.233182,53.482263,"On or near Hilton Street","Drugs",1
-2.233136,53.4766,"On or near Minshull Street South","Violence and sexual offences",1
-2.233102,53.443064,"On or near Avro Close","Burglary",1
-2.233102,53.443064,"On or near Avro Close","Violence and sexual offences",1
-2.233082,53.527142,"On or near Bantry Drive","Criminal damage and arson",1
-2.23305,53.480133,"On or near Paton Street","Other theft",1
-2.233038,53.436898,"On or near Dennison Avenue","Vehicle crime",1
-2.233024,53.434292,"On or near Bradshaw Avenue","Burglary",1
-2.232882,53.537569,"On or near Aldermaston Grove","Criminal damage and arson",1
-2.232849,53.449015,"On or near Brockley Avenue","Burglary",1
-2.232762,53.482686,"On or near Faraday Street","Other theft",1
-2.232744,53.484889,"On or near Oldham Road","Criminal damage and arson",1
-2.232741,53.525606,"On or near Fortrose Avenue","Other theft",1
-2.232741,53.525606,"On or near Fortrose Avenue","Possession of weapons",1
-2.232738,53.483693,"On or near Bradley Street","Theft from the person",1
-2.23264,53.471316,"On or near Justin Close","Violence and sexual offences",1
-2.232626,53.446814,"On or near Bucklow Avenue","Burglary",1
-2.232621,53.476251,"On or near Ebden Street","Other theft",1
-2.232596,53.46337,"On or near Further/Higher Educational Building","Theft from the person",1
-2.232573,53.536159,"On or near Torcross Road","Criminal damage and arson",1
-2.232573,53.536159,"On or near Torcross Road","Shoplifting",1
-2.232568,53.416846,"On or near Davenfield Grove","Burglary",1
-2.232549,53.479559,"On or near Park/Open Space","Other theft",1
-2.232549,53.479559,"On or near Park/Open Space","Vehicle crime",1
-2.232549,53.479559,"On or near Park/Open Space","Violence and sexual offences",1
-2.232539,53.480404,"On or near Dale Street","Theft from the person",1
-2.232472,53.432459,"On or near Brigadier Close","Bicycle theft",1
-2.232472,53.432459,"On or near Brigadier Close","Burglary",1
-2.232396,53.476341,"On or near Back Acton Street","Drugs",1
-2.232396,53.476341,"On or near Back Acton Street","Other theft",1
-2.232396,53.476341,"On or near Back Acton Street","Public order",1
-2.232396,53.476341,"On or near Back Acton Street","Robbery",1
-2.232396,53.476341,"On or near Back Acton Street","Theft from the person",1
-2.232396,53.476341,"On or near Back Acton Street","Violence and sexual offences",1
-2.232392,53.533499,"On or near Petrol Station","Burglary",1
-2.232392,53.533499,"On or near Petrol Station","Other theft",1
-2.232372,53.46089,"On or near Burleigh Street","Other theft",1
-2.23236,53.480782,"On or near China Lane","Vehicle crime",1
-2.232255,53.43672,"On or near Heswall Avenue","Burglary",1
-2.232249,53.416406,"On or near Supermarket","Shoplifting",1
-2.232219,53.45503,"On or near Great Southern Street","Other theft",1
-2.232216,53.418626,"On or near Norgate Street","Other theft",1
-2.232134,53.420047,"On or near Wilmslow Road","Vehicle crime",1
-2.231993,53.521176,"On or near Pelham Place","Other theft",1
-2.231952,53.502687,"On or near Larkhill Walk","Burglary",1
-2.231952,53.502687,"On or near Larkhill Walk","Violence and sexual offences",1
-2.231911,53.478652,"On or near Further/Higher Educational Building","Other theft",1
-2.231907,53.47787,"On or near Station Approach","Other theft",1
-2.231906,53.513455,"On or near Duchess Road","Violence and sexual offences",1
-2.2319,53.48214,"On or near Nightclub","Vehicle crime",1
-2.231892,53.417063,"On or near Shopping Area","Public order",1
-2.231892,53.417063,"On or near Shopping Area","Shoplifting",1
-2.231892,53.417063,"On or near Shopping Area","Vehicle crime",1
-2.231892,53.417063,"On or near Shopping Area","Violence and sexual offences",1
-2.23188,53.403787,"On or near Cranston Drive","Other theft",1
-2.231877,53.532978,"On or near Northdale Road","Criminal damage and arson",1
-2.231838,53.45424,"On or near Newark Avenue","Criminal damage and arson",1
-2.231838,53.45424,"On or near Newark Avenue","Vehicle crime",1
-2.231796,53.424425,"On or near Redcourt Avenue","Violence and sexual offences",1
-2.231795,53.518139,"On or near Parking Area","Drugs",1
-2.231778,53.456963,"On or near Playfair Street","Burglary",1
-2.231778,53.456963,"On or near Playfair Street","Criminal damage and arson",1
-2.231776,53.453889,"On or near Rita Avenue","Criminal damage and arson",1
-2.231776,53.453889,"On or near Rita Avenue","Other theft",1
-2.231716,53.484243,"On or near Great Ancoats Street","Other theft",1
-2.231674,53.435157,"On or near Ince Close","Other crime",1
-2.23167,53.417729,"On or near Barlow Moor Road","Other theft",1
-2.231611,53.415167,"On or near Petrol Station","Other theft",1
-2.231601,53.44926,"On or near Rosford Avenue","Violence and sexual offences",1
-2.231586,53.446609,"On or near Whitmore Road","Violence and sexual offences",1
-2.231535,53.453854,"On or near Santiago Street","Violence and sexual offences",1
-2.231523,53.437827,"On or near Yew Tree Road","Public order",1
-2.23152,53.536745,"On or near Finningley Road","Violence and sexual offences",1
-2.231504,53.450933,"On or near Yew Tree Road","Robbery",1
-2.231504,53.450933,"On or near Yew Tree Road","Violence and sexual offences",1
-2.231428,53.481278,"On or near Lizard Street","Theft from the person",1
-2.231383,53.503434,"On or near Haredale Drive","Other theft",1
-2.231376,53.482671,"On or near Postal Street","Criminal damage and arson",1
-2.231356,53.465126,"On or near Brighton Place","Other theft",1
-2.231356,53.465126,"On or near Brighton Place","Public order",1
-2.231356,53.465126,"On or near Brighton Place","Robbery",1
-2.2312,53.417181,"On or near King'S Lynn Close","Other theft",1
-2.2312,53.417181,"On or near King'S Lynn Close","Violence and sexual offences",1
-2.231052,53.481296,"On or near Brewer Street","Criminal damage and arson",1
-2.231003,53.483445,"On or near Little Ancoats Street","Other theft",1
-2.231003,53.483445,"On or near Little Ancoats Street","Vehicle crime",1
-2.230997,53.413047,"On or near Wilmslow Road","Burglary",1
-2.230997,53.413047,"On or near Wilmslow Road","Other theft",1
-2.23097,53.452291,"On or near Carnforth Street","Burglary",1
